NAME_1;CountryCode;sub_region_gadm;;
zinder;ne;zinder;;
abia;ng;abia;;
adamawa;ng;adamawa;;
akwa ibom;ng;akwa ibom;;
anambra;ng;anambra;;
bauchi;ng;bauchi;;
bayelsa;ng;bayelsa;;
benue;ng;benue;;
borno;ng;borno;;
cross river;ng;cross river;;
delta;ng;delta;;
ebonyi;ng;ebonyi;;
edo;ng;edo;;
ekiti;ng;ekiti;;
enugu;ng;enugu;;
federal capital territory;ng;federal capital territory;;
gombe;ng;gombe;;
imo;ng;imo;;
jigawa;ng;jigawa;;
kaduna;ng;kaduna;;
kano;ng;kano;;
katsina;ng;katsina;;
kebbi;ng;kebbi;;
kogi;ng;kogi;;
kwara;ng;kwara;;
lagos;ng;lagos;;
nassarawa;ng;nassarawa;;
niger;ng;niger;;
ogun;ng;ogun;;
ondo;ng;ondo;;
osun;ng;osun;;
oyo;ng;oyo;;
plateau;ng;plateau;;
rivers;ng;rivers;;
sokoto;ng;sokoto;;
taraba;ng;taraba;;
yobe;ng;yobe;;
zamfara;ng;zamfara;;
atlántico norte;ni;atlántico norte;;
atlántico sur;ni;atlántico sur;;
boaco;ni;boaco;;
carazo;ni;carazo;;
chinandega;ni;chinandega;;
chontales;ni;chontales;;
estelí;ni;estelí;;
granada;ni;granada;;
jinotega;ni;jinotega;;
león;ni;león;;
madriz;ni;madriz;;
managua;ni;managua;;
masaya;ni;masaya;;
matagalpa;ni;matagalpa;;
nueva segovia;ni;nueva segovia;;
río san juan;ni;río san juan;;
rivas;ni;rivas;;
drenthe;nl;drenthe;;
flevoland;nl;flevoland;;
friesland;nl;friesland;;
gelderland;nl;gelderland;;
groningen;nl;groningen;;
ijsselmeer;nl;ijsselmeer;;
limburg;nl;limburg;;
noord-brabant;nl;noord-brabant;;
noord-holland;nl;noord-holland;;
overijssel;nl;overijssel;;
utrecht;nl;utrecht;;
zeeland;nl;zeeland;;
zeeuwse meren;nl;zeeuwse meren;;
zuid-holland;nl;zuid-holland;;
akershus;no;akershus;;
ãstfold;no;ãstfold;;
aust-agder;no;aust-agder;;
buskerud;no;buskerud;;
finnmark;no;finnmark;;
hedmark;no;hedmark;;
hordaland;no;hordaland;;
møre og romsdal;no;møre og romsdal;;
nord-trøndelag;no;nord-trøndelag;;
nordland;no;nordland;;
oppland;no;oppland;;
oslo;no;oslo;;
rogaland;no;rogaland;;
sogn og fjordane;no;sogn og fjordane;;
sør-trøndelag;no;sør-trøndelag;;
telemark;no;telemark;;
troms;no;troms;;
vest-agder;no;vest-agder;;
vestfold;no;vestfold;;
central;np;central;;
east;np;east;;
far-western;np;far-western;;
mid-western;np;mid-western;;
west;np;west;;
aiwo;nr;aiwo;;
anabar;nr;anabar;;
anetan;nr;anetan;;
anibare;nr;anibare;;
baiti;nr;baiti;;
boe;nr;boe;;
buada;nr;buada;;
denigomodu;nr;denigomodu;;
ewa;nr;ewa;;
ijuw;nr;ijuw;;
meneng;nr;meneng;;
nibok;nr;nibok;;
uaboe;nr;uaboe;;
yaren;nr;yaren;;
auckland;nz;auckland;;
bay of plenty;nz;bay of plenty;;
canterbury;nz;canterbury;;
chatham islands;nz;chatham islands;;
gisborne;nz;gisborne;;
hawke's bay;nz;hawke's bay;;
manawatu-wanganui;nz;manawatu-wanganui;;
marlborough;nz;marlborough;;
nelson;nz;nelson;;
northern islands;nz;northern islands;;
northland;nz;northland;;
otago;nz;otago;;
southern islands;nz;southern islands;;
southland;nz;southland;;
taranaki;nz;taranaki;;
tasman;nz;tasman;;
waikato;nz;waikato;;
wellington;nz;wellington;;
west coast;nz;west coast;;
ad dakhliyah;om;ad dakhliyah;;
al batinah north;om;al batinah north;;
al batinah south;om;al batinah south;;
al buraymi;om;al buraymi;;
al dhahira;om;al dhahira;;
al wusta;om;al wusta;;
ash sharqiyah north;om;ash sharqiyah north;;
ash sharqiyah south;om;ash sharqiyah south;;
dhofar;om;dhofar;;
musandam;om;musandam;;
muscat;om;muscat;;
bocas del toro;pa;bocas del toro;;
chiriquí;pa;chiriquí;;
coclé;pa;coclé;;
colón;pa;colón;;
darién;pa;darién;;
emberá;pa;emberá;;
herrera;pa;herrera;;
kuna yala;pa;kuna yala;;
los santos;pa;los santos;;
ngöbe buglé;pa;ngöbe buglé;;
panamá;pa;panamá;;
panamá oeste;pa;panamá oeste;;
veraguas;pa;veraguas;;
amazonas;pe;amazonas;;
ancash;pe;ancash;;
apurímac;pe;apurímac;;
arequipa;pe;arequipa;;
ayacucho;pe;ayacucho;;
cajamarca;pe;cajamarca;;
callao;pe;callao;;
cusco;pe;cusco;;
huancavelica;pe;huancavelica;;
huánuco;pe;huánuco;;
ica;pe;ica;;
junín;pe;junín;;
la libertad;pe;la libertad;;
lambayeque;pe;lambayeque;;
lima;pe;lima;;
lima province;pe;lima province;;
loreto;pe;loreto;;
madre de dios;pe;madre de dios;;
moquegua;pe;moquegua;;
pasco;pe;pasco;;
piura;pe;piura;;
puno;pe;puno;;
san martín;pe;san martín;;
tacna;pe;tacna;;
tumbes;pe;tumbes;;
ucayali;pe;ucayali;;
îles australes ;pf;îles australes ;;
îles du vent;pf;îles du vent;;
îles marquises;pf;îles marquises;;
îles sous-le-vent;pf;îles sous-le-vent;;
îles tuamotu-gambier;pf;îles tuamotu-gambier;;
bougainville;pg;bougainville;;
central;pg;central;;
chimbu;pg;chimbu;;
east new britain;pg;east new britain;;
east sepik;pg;east sepik;;
eastern highlands;pg;eastern highlands;;
enga;pg;enga;;
gulf;pg;gulf;;
hela;pg;hela;;
jiwaka;pg;jiwaka;;
madang;pg;madang;;
manus;pg;manus;;
milne bay;pg;milne bay;;
morobe;pg;morobe;;
national capital district;pg;national capital district;;
new ireland;pg;new ireland;;
oro;pg;oro;;
sandaun;pg;sandaun;;
southern highlands;pg;southern highlands;;
west new britain;pg;west new britain;;
western;pg;western;;
western highlands;pg;western highlands;;
abra;ph;abra;;
agusan del norte;ph;agusan del norte;;
agusan del sur;ph;agusan del sur;;
aklan;ph;aklan;;
albay;ph;albay;;
antique;ph;antique;;
apayao;ph;apayao;;
aurora;ph;aurora;;
basilan;ph;basilan;;
bataan;ph;bataan;;
batanes;ph;batanes;;
batangas;ph;batangas;;
benguet;ph;benguet;;
biliran;ph;biliran;;
bohol;ph;bohol;;
bukidnon;ph;bukidnon;;
bulacan;ph;bulacan;;
cagayan;ph;cagayan;;
camarines norte;ph;camarines norte;;
camarines sur;ph;camarines sur;;
camiguin;ph;camiguin;;
capiz;ph;capiz;;
catanduanes;ph;catanduanes;;
cavite;ph;cavite;;
cebu;ph;cebu;;
compostela valley;ph;compostela valley;;
davao del norte;ph;davao del norte;;
davao del sur;ph;davao del sur;;
davao oriental;ph;davao oriental;;
dinagat islands;ph;dinagat islands;;
eastern samar;ph;eastern samar;;
guimaras;ph;guimaras;;
ifugao;ph;ifugao;;
ilocos norte;ph;ilocos norte;;
ilocos sur;ph;ilocos sur;;
iloilo;ph;iloilo;;
isabela;ph;isabela;;
kalinga;ph;kalinga;;
la union;ph;la union;;
laguna;ph;laguna;;
lanao del norte;ph;lanao del norte;;
lanao del sur;ph;lanao del sur;;
leyte;ph;leyte;;
maguindanao;ph;maguindanao;;
marinduque;ph;marinduque;;
masbate;ph;masbate;;
metropolitan manila;ph;metropolitan manila;;
misamis occidental;ph;misamis occidental;;
misamis oriental;ph;misamis oriental;;
mountain province;ph;mountain province;;
negros occidental;ph;negros occidental;;
negros oriental;ph;negros oriental;;
north cotabato;ph;north cotabato;;
northern samar;ph;northern samar;;
nueva ecija;ph;nueva ecija;;
nueva vizcaya;ph;nueva vizcaya;;
occidental mindoro;ph;occidental mindoro;;
oriental mindoro;ph;oriental mindoro;;
palawan;ph;palawan;;
pampanga;ph;pampanga;;
pangasinan;ph;pangasinan;;
quezon;ph;quezon;;
quirino;ph;quirino;;
rizal;ph;rizal;;
romblon;ph;romblon;;
samar;ph;samar;;
sarangani;ph;sarangani;;
siquijor;ph;siquijor;;
sorsogon;ph;sorsogon;;
south cotabato;ph;south cotabato;;
southern leyte;ph;southern leyte;;
sultan kudarat;ph;sultan kudarat;;
sulu;ph;sulu;;
surigao del norte;ph;surigao del norte;;
surigao del sur;ph;surigao del sur;;
tarlac;ph;tarlac;;
tawi-tawi;ph;tawi-tawi;;
zambales;ph;zambales;;
zamboanga del norte;ph;zamboanga del norte;;
zamboanga del sur;ph;zamboanga del sur;;
zamboanga sibugay;ph;zamboanga sibugay;;
azad kashmir;pk;azad kashmir;;
baluchistan;pk;baluchistan;;
f.a.t.a.;pk;f.a.t.a.;;
f.c.t.;pk;f.c.t.;;
n.w.f.p.;pk;n.w.f.p.;;
northern areas;pk;northern areas;;
punjab;pk;punjab;;
sind;pk;sind;;
dolnoslaskie;pl;dolnoslaskie;;
kujawsko-pomorskie;pl;kujawsko-pomorskie;;
lódzkie;pl;lódzkie;;
lubelskie;pl;lubelskie;;
lubuskie;pl;lubuskie;;
malopolskie;pl;malopolskie;;
mazowieckie;pl;mazowieckie;;
opolskie;pl;opolskie;;
podkarpackie;pl;podkarpackie;;
podlaskie;pl;podlaskie;;
pomorskie;pl;pomorskie;;
slaskie;pl;slaskie;;
swietokrzyskie;pl;swietokrzyskie;;
warminsko-mazurskie;pl;warminsko-mazurskie;;
wielkopolskie;pl;wielkopolskie;;
zachodniopomorskie;pl;zachodniopomorskie;;
miquelon-langlade;pm;miquelon-langlade;;
saint-pierre;pm;saint-pierre;;
adjuntas;pr;adjuntas;;
aguada;pr;aguada;;
aguadilla;pr;aguadilla;;
aguas buenas;pr;aguas buenas;;
aibonito;pr;aibonito;;
añasco;pr;añasco;;
arecibo;pr;arecibo;;
arroyo;pr;arroyo;;
barceloneta;pr;barceloneta;;
barranquitas;pr;barranquitas;;
bayamón;pr;bayamón;;
cabo rojo;pr;cabo rojo;;
caguas;pr;caguas;;
camuy;pr;camuy;;
canóvanas;pr;canóvanas;;
carolina;pr;carolina;;
cataño;pr;cataño;;
cayey;pr;cayey;;
ceiba;pr;ceiba;;
ciales;pr;ciales;;
cidra;pr;cidra;;
coamo;pr;coamo;;
comerío;pr;comerío;;
corozal;pr;corozal;;
culebra;pr;culebra;;
dorado;pr;dorado;;
fajardo;pr;fajardo;;
florida;pr;florida;;
guánica;pr;guánica;;
guayama;pr;guayama;;
guayanilla;pr;guayanilla;;
guaynabo;pr;guaynabo;;
gurabo;pr;gurabo;;
hatillo;pr;hatillo;;
hormigueros;pr;hormigueros;;
humacao;pr;humacao;;
isabela;pr;isabela;;
jayuya;pr;jayuya;;
juana díaz;pr;juana díaz;;
juncos;pr;juncos;;
lajas;pr;lajas;;
lares;pr;lares;;
las marías;pr;las marías;;
las piedras;pr;las piedras;;
loíza;pr;loíza;;
luquillo;pr;luquillo;;
manatí;pr;manatí;;
maricao;pr;maricao;;
maunabo;pr;maunabo;;
mayagüez;pr;mayagüez;;
moca;pr;moca;;
morovis;pr;morovis;;
naguabo;pr;naguabo;;
naranjito;pr;naranjito;;
orocovis;pr;orocovis;;
patillas;pr;patillas;;
peñuelas;pr;peñuelas;;
ponce;pr;ponce;;
quebradillas;pr;quebradillas;;
rincón;pr;rincón;;
río grande;pr;río grande;;
sabana grande;pr;sabana grande;;
salinas;pr;salinas;;
san germán;pr;san germán;;
san juan;pr;san juan;;
san lorenzo;pr;san lorenzo;;
san sebastián;pr;san sebastián;;
santa isabel;pr;santa isabel;;
toa alta;pr;toa alta;;
toa baja;pr;toa baja;;
trujillo alto;pr;trujillo alto;;
utuado;pr;utuado;;
vega alta;pr;vega alta;;
vega baja;pr;vega baja;;
vieques;pr;vieques;;
villalba;pr;villalba;;
yabucoa;pr;yabucoa;;
yauco;pr;yauco;;
kumgangsan;pr;kumgangsan;;
sinuiju;pr;sinuiju;;
madeira;pr;madeira;;
gaza;ps;gaza;;
west bank;ps;west bank;;
aveiro;pt;aveiro;;
azores;pt;azores;;
beja;pt;beja;;
braga;pt;braga;;
bragança;pt;bragança;;
castelo branco;pt;castelo branco;;
coimbra;pt;coimbra;;
évora;pt;évora;;
faro;pt;faro;;
guarda;pt;guarda;;
leiria;pt;leiria;;
lisboa;pt;lisboa;;
portalegre;pt;portalegre;;
porto;pt;porto;;
santarém;pt;santarém;;
setúbal;pt;setúbal;;
viana do castelo;pt;viana do castelo;;
vila real;pt;vila real;;
viseu;pt;viseu;;
aimeliik;pw;aimeliik;;
airai;pw;airai;;
angaur;pw;angaur;;
hatohobei;pw;hatohobei;;
kayangel;pw;kayangel;;
koror;pw;koror;;
melekeok;pw;melekeok;;
ngaraard;pw;ngaraard;;
ngarchelong;pw;ngarchelong;;
ngardmau;pw;ngardmau;;
ngatpang;pw;ngatpang;;
ngchesar;pw;ngchesar;;
ngeremlengui;pw;ngeremlengui;;
ngiwal;pw;ngiwal;;
peleliu;pw;peleliu;;
sonsorol;pw;sonsorol;;
alto paraguay;py;alto paraguay;;
alto paraná;py;alto paraná;;
amambay;py;amambay;;
asunción;py;asunción;;
boquerón;py;boquerón;;
caaguazú;py;caaguazú;;
caazapá;py;caazapá;;
canindeyú;py;canindeyú;;
central;py;central;;
concepción;py;concepción;;
cordillera;py;cordillera;;
guairá;py;guairá;;
itapúa;py;itapúa;;
misiones;py;misiones;;
ñeembucú;py;ñeembucú;;
paraguarí;py;paraguarí;;
presidente hayes;py;presidente hayes;;
san pedro;py;san pedro;;
ad dawhah;qa;ad dawhah;;
al daayen;qa;al daayen;;
al khor;qa;al khor;;
al wakrah;qa;al wakrah;;
ar rayyan;qa;ar rayyan;;
madinat ash shamal;qa;madinat ash shamal;;
umm salal;qa;umm salal;;
saint-benoît;re;saint-benoît;;
saint-denis;re;saint-denis;;
saint-paul;re;saint-paul;;
saint-pierre;re;saint-pierre;;
alba;ro;alba;;
arad;ro;arad;;
NA;ro;NA;;
bacau;ro;bacau;;
bihor;ro;bihor;;
NA;ro;NA;;
NA;ro;NA;;
NA;ro;NA;;
braila;ro;braila;;
bucharest;ro;bucharest;;
buzau;ro;buzau;;
NA;ro;NA;;
NA;ro;NA;;
cluj;ro;cluj;;
NA;ro;NA;;
covasna;ro;covasna;;
NA;ro;NA;;
dolj;ro;dolj;;
NA;ro;NA;;
giurgiu;ro;giurgiu;;
gorj;ro;gorj;;
harghita;ro;harghita;;
hunedoara;ro;hunedoara;;
NA;ro;NA;;
NA;ro;NA;;
ilfov;ro;ilfov;;
NA;ro;NA;;
NA;ro;NA;;
NA;ro;NA;;
NA;ro;NA;;
olt;ro;olt;;
prahova;ro;prahova;;
salaj;ro;salaj;;
satu mare;ro;satu mare;;
sibiu;ro;sibiu;;
suceava;ro;suceava;;
teleorman;ro;teleorman;;
NA;ro;NA;;
tulcea;ro;tulcea;;
vâlcea;ro;vâlcea;;
vaslui;ro;vaslui;;
vrancea;ro;vrancea;;
borski;rs;borski;;
branicevski;rs;branicevski;;
grad beograd;rs;grad beograd;;
jablanicki;rs;jablanicki;;
južno-backi;rs;južno-backi;;
južno-banatski;rs;južno-banatski;;
kolubarski;rs;kolubarski;;
macvanski;rs;macvanski;;
moravicki;rs;moravicki;;
nišavski;rs;nišavski;;
pcinjski;rs;pcinjski;;
pirotski;rs;pirotski;;
podunavski;rs;podunavski;;
pomoravski;rs;pomoravski;;
rasinski;rs;rasinski;;
raški;rs;raški;;
severno-backi;rs;severno-backi;;
severno-banatski;rs;severno-banatski;;
srednje-banatski;rs;srednje-banatski;;
sremski;rs;sremski;;
šumadijski;rs;šumadijski;;
toplicki;rs;toplicki;;
zajecarski;rs;zajecarski;;
zapadno-backi;rs;zapadno-backi;;
zlatiborski;rs;zlatiborski;;
kosovska mitrovica;rs;kosovska mitrovica;;
pecki;rs;pecki;;
prizren;rs;prizren;;
adygey;ru;adygey;;
altay;ru;altay;;
amur;ru;amur;;
arkhangel'sk;ru;arkhangel'sk;;
astrakhan';ru;astrakhan';;
bashkortostan;ru;bashkortostan;;
belgorod;ru;belgorod;;
bryansk;ru;bryansk;;
buryat;ru;buryat;;
chechnya;ru;chechnya;;
chelyabinsk;ru;chelyabinsk;;
chukot;ru;chukot;;
chuvash;ru;chuvash;;
city of st. petersburg;ru;city of st. petersburg;;
dagestan;ru;dagestan;;
gorno-altay;ru;gorno-altay;;
ingush;ru;ingush;;
irkutsk;ru;irkutsk;;
ivanovo;ru;ivanovo;;
kabardin-balkar;ru;kabardin-balkar;;
kaliningrad;ru;kaliningrad;;
kalmyk;ru;kalmyk;;
kaluga;ru;kaluga;;
kamchatka;ru;kamchatka;;
karachay-cherkess;ru;karachay-cherkess;;
karelia;ru;karelia;;
kemerovo;ru;kemerovo;;
khabarovsk;ru;khabarovsk;;
khakass;ru;khakass;;
khanty-mansiy;ru;khanty-mansiy;;
kirov;ru;kirov;;
komi;ru;komi;;
kostroma;ru;kostroma;;
krasnodar;ru;krasnodar;;
krasnoyarsk;ru;krasnoyarsk;;
kurgan;ru;kurgan;;
kursk;ru;kursk;;
leningrad;ru;leningrad;;
lipetsk;ru;lipetsk;;
maga buryatdan;ru;maga buryatdan;;
mariy-el;ru;mariy-el;;
mordovia;ru;mordovia;;
moscow city;ru;moscow city;;
moskva;ru;moskva;;
murmansk;ru;murmansk;;
nenets;ru;nenets;;
nizhegorod;ru;nizhegorod;;
north ossetia;ru;north ossetia;;
novgorod;ru;novgorod;;
novosibirsk;ru;novosibirsk;;
omsk;ru;omsk;;
orel;ru;orel;;
orenburg;ru;orenburg;;
penza;ru;penza;;
perm';ru;perm';;
primor'ye;ru;primor'ye;;
pskov;ru;pskov;;
rostov;ru;rostov;;
ryazan';ru;ryazan';;
sakha;ru;sakha;;
sakhalin;ru;sakhalin;;
samara;ru;samara;;
saratov;ru;saratov;;
smolensk;ru;smolensk;;
stavropol';ru;stavropol';;
sverdlovsk;ru;sverdlovsk;;
tambov;ru;tambov;;
tatarstan;ru;tatarstan;;
tomsk;ru;tomsk;;
tula;ru;tula;;
tuva;ru;tuva;;
tver';ru;tver';;
tyumen';ru;tyumen';;
udmurt;ru;udmurt;;
ul'yanovsk;ru;ul'yanovsk;;
vladimir;ru;vladimir;;
volgograd;ru;volgograd;;
vologda;ru;vologda;;
voronezh;ru;voronezh;;
yamal-nenets;ru;yamal-nenets;;
yaroslavl';ru;yaroslavl';;
yevrey;ru;yevrey;;
zabaykal'ye;ru;zabaykal'ye;;
amajyaruguru;rw;amajyaruguru;;
amajyepfo;rw;amajyepfo;;
iburasirazuba;rw;iburasirazuba;;
iburengerazuba;rw;iburengerazuba;;
umujyi wa kigali;rw;umujyi wa kigali;;
`asir;sa;`asir;;
al bahah;sa;al bahah;;
al hudud ash shamaliyah;sa;al hudud ash shamaliyah;;
al jawf;sa;al jawf;;
al madinah;sa;al madinah;;
al quassim;sa;al quassim;;
ar riyad;sa;ar riyad;;
ash sharqiyah;sa;ash sharqiyah;;
ha'il;sa;ha'il;;
jizan;sa;jizan;;
makkah;sa;makkah;;
najran;sa;najran;;
tabuk;sa;tabuk;;
central;sb;central;;
choiseul;sb;choiseul;;
guadalcanal;sb;guadalcanal;;
honiara;sb;honiara;;
isabel;sb;isabel;;
makira ulawa;sb;makira ulawa;;
malaita;sb;malaita;;
rennell and bellona;sb;rennell and bellona;;
temotu;sb;temotu;;
western;sb;western;;
anse aux pins;sc;anse aux pins;;
anse boileau;sc;anse boileau;;
anse étoile;sc;anse étoile;;
anse royale;sc;anse royale;;
au cap;sc;au cap;;
baie lazare;sc;baie lazare;;
baie sainte anne;sc;baie sainte anne;;
beau vallon;sc;beau vallon;;
bel air;sc;bel air;;
belombre;sc;belombre;;
cascade;sc;cascade;;
english river;sc;english river;;
glacis;sc;glacis;;
grand' anse;sc;grand' anse;;
grand'anse praslin;sc;grand'anse praslin;;
la digue and inner islands;sc;la digue and inner islands;;
les mamelles;sc;les mamelles;;
mont buxton;sc;mont buxton;;
mont fleuri;sc;mont fleuri;;
outer islands;sc;outer islands;;
plaisance;sc;plaisance;;
pointe la rue;sc;pointe la rue;;
port glaud;sc;port glaud;;
roche caïman;sc;roche caïman;;
saint louis;sc;saint louis;;
takamaka;sc;takamaka;;
al jazirah;sd;al jazirah;;
al qadarif;sd;al qadarif;;
blue nile;sd;blue nile;;
central darfur;sd;central darfur;;
east darfur;sd;east darfur;;
kassala;sd;kassala;;
khartoum;sd;khartoum;;
north darfur;sd;north darfur;;
north kurdufan;sd;north kurdufan;;
northern;sd;northern;;
red sea;sd;red sea;;
river nile;sd;river nile;;
sennar;sd;sennar;;
south darfur;sd;south darfur;;
south kurdufan;sd;south kurdufan;;
west darfur;sd;west darfur;;
west kurdufan;sd;west kurdufan;;
white nile;sd;white nile;;
central equatoria;sd;central equatoria;;
eastern equatoria;sd;eastern equatoria;;
jungoli;sd;jungoli;;
lakes;sd;lakes;;
north bahr-al-ghazal;sd;north bahr-al-ghazal;;
unity;sd;unity;;
upper nile;sd;upper nile;;
warap;sd;warap;;
west bahr-al-ghazal;sd;west bahr-al-ghazal;;
west equatoria;sd;west equatoria;;
blekinge;se;blekinge;;
dalarna;se;dalarna;;
gävleborg;se;gävleborg;;
gotland;se;gotland;;
halland;se;halland;;
jämtland;se;jämtland;;
jönköping;se;jönköping;;
kalmar;se;kalmar;;
kronoberg;se;kronoberg;;
norrbotten;se;norrbotten;;
orebro;se;orebro;;
östergötland;se;östergötland;;
skåne;se;skåne;;
södermanland;se;södermanland;;
stockholm;se;stockholm;;
uppsala;se;uppsala;;
värmland;se;värmland;;
västerbotten;se;västerbotten;;
västernorrland;se;västernorrland;;
västmanland;se;västmanland;;
västra götaland;se;västra götaland;;
central;sg;central;;
east;sg;east;;
north;sg;north;;
north-east;sg;north-east;;
west;sg;west;;
ascension;sh;ascension;;
saint helena;sh;saint helena;;
tristan da cunha;sh;tristan da cunha;;
gorenjska;si;gorenjska;;
goriška;si;goriška;;
koroška;si;koroška;;
notranjsko-kraška;si;notranjsko-kraška;;
obalno-kraška;si;obalno-kraška;;
osrednjeslovenska;si;osrednjeslovenska;;
podravska;si;podravska;;
pomurska;si;pomurska;;
savinjska;si;savinjska;;
spodnjeposavska;si;spodnjeposavska;;
zasavska;si;zasavska;;
jan mayen;sj;jan mayen;;
svalbard;sj;svalbard;;
banskobystrický;sk;banskobystrický;;
bratislavský;sk;bratislavský;;
košický;sk;košický;;
nitriansky;sk;nitriansky;;
